"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] MovieDateComparator2Years record1Value","[0] MovieDateComparator2Years record2Value","[0] MovieDateComparator2Years record1PreprocessedValue","[0] MovieDateComparator2Years record2PreprocessedValue","[0] MovieDateComparator2Years similarity","[0] MovieDateComparator2Years postproccesedSimilarity","[1] MovieTitleComparatorJaccard record1Value","[1] MovieTitleComparatorJaccard record2Value","[1] MovieTitleComparatorJaccard record1PreprocessedValue","[1] MovieTitleComparatorJaccard record2PreprocessedValue","[1] MovieTitleComparatorJaccard similarity","[1] MovieTitleComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","academy_awards_39","actors_13","0.0",,"2010-01-01T00:00","1941-01-01T00:00","2010-01-01T00:00","1941-01-01T00:00","0.0","0.0","Country Strong","Kitty Foyle","Country Strong","Kitty Foyle","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1276","actors_37","0.0",,"1987-01-01T00:00","1965-01-01T00:00","1987-01-01T00:00","1965-01-01T00:00","0.0","0.0","Good Morning, Vietnam","Mary Poppins","Good Morning, Vietnam","Mary Poppins","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3200","actors_122","0.0",,"1951-01-01T00:00","1972-01-01T00:00","1951-01-01T00:00","1972-01-01T00:00","0.0","0.0","An American in Paris","The French Connection","An American in Paris","The French Connection","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1620","actors_145","0.0",,"1981-01-01T00:00","1999-01-01T00:00","1981-01-01T00:00","1999-01-01T00:00","0.0","0.0","Prince of the City","Life is Beautiful","Prince of the City","Life is Beautiful","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3801","actors_17","0.0",,"1943-01-01T00:00","1945-01-01T00:00","1943-01-01T00:00","1945-01-01T00:00","0.0","0.0","Riding High","Gaslight","Riding High","Gaslight","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1391","actors_48","0.0",,"1985-01-01T00:00","1975-01-01T00:00","1985-01-01T00:00","1975-01-01T00:00","0.0","0.0","Sweet Dreams","Alice Doesn�t live Here Anymor","Sweet Dreams","Alice Doesn�t live Here Anymor","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_954","actors_123","0.2333333333333333",,"1994-01-01T00:00","1973-01-01T00:00","1994-01-01T00:00","1973-01-01T00:00","0.0","0.0","The Mask","The Godfather","The Mask","The Godfather","0.3333333333333333","0.3333333333333333"
"LinearCombinationMatchingRule","academy_awards_271","actors_88","0.0",,"2006-01-01T00:00","1938-01-01T00:00","2006-01-01T00:00","1938-01-01T00:00","0.0","0.0","The Good German","Captains Courageous","The Good German","Captains Courageous","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_954","actors_122","0.175",,"1994-01-01T00:00","1972-01-01T00:00","1994-01-01T00:00","1972-01-01T00:00","0.0","0.0","The Mask","The French Connection","The Mask","The French Connection","0.25","0.25"
"LinearCombinationMatchingRule","academy_awards_3323","actors_119","0.0",,"1949-01-01T00:00","1969-01-01T00:00","1949-01-01T00:00","1969-01-01T00:00","0.0","0.0","A Letter to Three Wives","Charly","A Letter to Three Wives","Charly","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_594","actors_10","0.0",,"2000-01-01T00:00","1938-01-01T00:00","2000-01-01T00:00","1938-01-01T00:00","0.0","0.0","Rejected","The Good Earth","Rejected","The Good Earth","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_271","actors_89","0.0",,"2006-01-01T00:00","1939-01-01T00:00","2006-01-01T00:00","1939-01-01T00:00","0.0","0.0","The Good German","Boys Town","The Good German","Boys Town","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_594","actors_11","0.0",,"2000-01-01T00:00","1939-01-01T00:00","2000-01-01T00:00","1939-01-01T00:00","0.0","0.0","Rejected","Jezebel","Rejected","Jezebel","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3323","actors_118","0.0",,"1949-01-01T00:00","1968-01-01T00:00","1949-01-01T00:00","1968-01-01T00:00","0.0","0.0","A Letter to Three Wives","In the Heat of the Night","A Letter to Three Wives","In the Heat of the Night","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4164","actors_60","0.0",,"1938-01-01T00:00","1987-01-01T00:00","1938-01-01T00:00","1987-01-01T00:00","0.0","0.0","Vivacious Lady","Children of a Lesser God","Vivacious Lady","Children of a Lesser God","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1014","actors_35","0.0",,"1992-01-01T00:00","1963-01-01T00:00","1992-01-01T00:00","1963-01-01T00:00","0.0","0.0","Malcolm X","The Miracle Worker","Malcolm X","The Miracle Worker","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1014","actors_34","0.0",,"1992-01-01T00:00","1962-01-01T00:00","1992-01-01T00:00","1962-01-01T00:00","0.0","0.0","Malcolm X","Two Women","Malcolm X","Two Women","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3100","actors_150","0.0",,"1953-01-01T00:00","2004-01-01T00:00","1953-01-01T00:00","2004-01-01T00:00","0.0","0.0","Christopher Crumpet","Mystic River","Christopher Crumpet","Mystic River","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4280","actors_72","0.0",,"1936-01-01T00:00","1999-01-01T00:00","1936-01-01T00:00","1999-01-01T00:00","0.0","0.0","The Garden of Allah","Shakespeare in Love","The Garden of Allah","Shakespeare in Love","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_587","actors_27","0.11666666666666665",,"2000-01-01T00:00","1955-01-01T00:00","2000-01-01T00:00","1955-01-01T00:00","0.0","0.0","The Taste of Others","The Country Girl","The Taste of Others","The Country Girl","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","academy_awards_3984","actors_93","0.0",,"1941-01-01T00:00","1943-01-01T00:00","1941-01-01T00:00","1943-01-01T00:00","0.0","0.0","Beauty and the Beach","Yankee Doodle Dandy","Beauty and the Beach","Yankee Doodle Dandy","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2691","actors_63","0.0",,"1960-01-01T00:00","1990-01-01T00:00","1960-01-01T00:00","1990-01-01T00:00","0.0","0.0","Visit to a Small Planet","Driving Miss Daisy","Visit to a Small Planet","Driving Miss Daisy","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2318","actors_96","0.0",,"1967-01-01T00:00","1946-01-01T00:00","1967-01-01T00:00","1946-01-01T00:00","0.0","0.0","Banning","The Lost Weekend","Banning","The Lost Weekend","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2530","actors_53","0.0",,"1963-01-01T00:00","1980-01-01T00:00","1963-01-01T00:00","1980-01-01T00:00","0.0","0.0","The Yanks Are Coming","Norma Rae","The Yanks Are Coming","Norma Rae","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2530","actors_52","0.13999999999999999",,"1963-01-01T00:00","1979-01-01T00:00","1963-01-01T00:00","1979-01-01T00:00","0.0","0.0","The Yanks Are Coming","Coming Home","The Yanks Are Coming","Coming Home","0.2","0.2"
"LinearCombinationMatchingRule","academy_awards_1275","actors_36","0.0",,"1987-01-01T00:00","1964-01-01T00:00","1987-01-01T00:00","1964-01-01T00:00","0.0","0.0","Ironweed","Hud","Ironweed","Hud","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_814","actors_110","0.0",,"1996-01-01T00:00","1960-01-01T00:00","1996-01-01T00:00","1960-01-01T00:00","0.0","0.0","Star Trek: First Contact","Ben-Hur","Star Trek: First Contact","Ben-Hur","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3086","actors_9","0.13999999999999999",,"1953-01-01T00:00","1937-01-01T00:00","1953-01-01T00:00","1937-01-01T00:00","0.0","0.0","The Living City","The Great Zeigfeld","The Living City","The Great Zeigfeld","0.2","0.2"
"LinearCombinationMatchingRule","academy_awards_706","actors_142","0.0",,"1998-01-01T00:00","1996-01-01T00:00","1998-01-01T00:00","1996-01-01T00:00","0.0","0.0","Jolly Roger","Leaving Las Vegas","Jolly Roger","Leaving Las Vegas","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_328","actors_24","0.0",,"2005-01-01T00:00","1952-01-01T00:00","2005-01-01T00:00","1952-01-01T00:00","0.0","0.0","Badgered","A Streetcar Named Desire","Badgered","A Streetcar Named Desire","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2183","actors_123","0.0",,"1970-01-01T00:00","1973-01-01T00:00","1970-01-01T00:00","1973-01-01T00:00","0.0","0.0","Ingmar Bergman","The Godfather","Ingmar Bergman","The Godfather","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1277","actors_74","0.0",,"1987-01-01T00:00","2001-01-01T00:00","1987-01-01T00:00","2001-01-01T00:00","0.0","0.0","The Untouchables","Erin Brockovich","The Untouchables","Erin Brockovich","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2183","actors_122","0.0",,"1970-01-01T00:00","1972-01-01T00:00","1970-01-01T00:00","1972-01-01T00:00","0.0","0.0","Ingmar Bergman","The French Connection","Ingmar Bergman","The French Connection","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4159","actors_78","0.0",,"1938-01-01T00:00","2005-01-01T00:00","1938-01-01T00:00","2005-01-01T00:00","0.0","0.0","Holiday","Million Dollar Baby","Holiday","Million Dollar Baby","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4159","actors_79","0.0",,"1938-01-01T00:00","1929-01-01T00:00","1938-01-01T00:00","1929-01-01T00:00","0.0","0.0","Holiday","The Way of All Flesh & The Las","Holiday","The Way of All Flesh & The Las","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1132","actors_45","0.0",,"1990-01-01T00:00","1972-01-01T00:00","1990-01-01T00:00","1972-01-01T00:00","0.0","0.0","American Dream","Klute","American Dream","Klute","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4389","actors_16","0.0",,"1934-01-01T00:00","1944-01-01T00:00","1934-01-01T00:00","1944-01-01T00:00","0.0","0.0","What, No Men!","Song of Bernadette","What, No Men!","Song of Bernadette","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2586","actors_86","0.0",,"1962-01-01T00:00","1936-01-01T00:00","1962-01-01T00:00","1936-01-01T00:00","0.0","0.0","My Geisha","The Informer","My Geisha","The Informer","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2586","actors_87","0.0",,"1962-01-01T00:00","1937-01-01T00:00","1962-01-01T00:00","1937-01-01T00:00","0.0","0.0","My Geisha","The Story of Louis Pasteur","My Geisha","The Story of Louis Pasteur","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3803","actors_19","0.0",,"1943-01-01T00:00","1947-01-01T00:00","1943-01-01T00:00","1947-01-01T00:00","0.0","0.0","This Land Is Mine","To Each His Own","This Land Is Mine","To Each His Own","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2055","actors_123","0.32499999999999996",,"1972-01-01T00:00","1973-01-01T00:00","1972-01-01T00:00","1973-01-01T00:00","0.5","0.5","The Silent Revolution","The Godfather","The Silent Revolution","The Godfather","0.25","0.25"
"LinearCombinationMatchingRule","academy_awards_3982","actors_91","0.3",,"1941-01-01T00:00","1941-01-01T00:00","1941-01-01T00:00","1941-01-01T00:00","1.0","1.0","Truant Officer Donald","The Philadelphia Story","Truant Officer Donald","The Philadelphia Story","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2055","actors_122","0.43999999999999995",,"1972-01-01T00:00","1972-01-01T00:00","1972-01-01T00:00","1972-01-01T00:00","1.0","1.0","The Silent Revolution","The French Connection","The Silent Revolution","The French Connection","0.2","0.2"
"LinearCombinationMatchingRule","academy_awards_4282","actors_74","0.0",,"1936-01-01T00:00","2001-01-01T00:00","1936-01-01T00:00","2001-01-01T00:00","0.0","0.0","Born to Dance","Erin Brockovich","Born to Dance","Erin Brockovich","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2405","actors_54","0.09999999999999999",,"1965-01-01T00:00","1981-01-01T00:00","1965-01-01T00:00","1981-01-01T00:00","0.0","0.0","In Harm's Way","Coal Miner�s Daughter","In Harm's Way","Coal Miner�s Daughter","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","academy_awards_3605","actors_89","0.0",,"1945-01-01T00:00","1939-01-01T00:00","1945-01-01T00:00","1939-01-01T00:00","0.0","0.0","Your National Gallery","Boys Town","Your National Gallery","Boys Town","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3605","actors_88","0.0",,"1945-01-01T00:00","1938-01-01T00:00","1945-01-01T00:00","1938-01-01T00:00","0.0","0.0","Your National Gallery","Captains Courageous","Your National Gallery","Captains Courageous","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1386","actors_55","0.0",,"1985-01-01T00:00","1982-01-01T00:00","1985-01-01T00:00","1982-01-01T00:00","0.0","0.0","Cocoon","On Golden Pond","Cocoon","On Golden Pond","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3859","actors_95","0.0",,"1942-01-01T00:00","1945-01-01T00:00","1942-01-01T00:00","1945-01-01T00:00","0.0","0.0","The New Spirit","Going My Way","The New Spirit","Going My Way","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1352","actors_5","0.19999999999999998",,"1986-01-01T00:00","1933-01-01T00:00","1986-01-01T00:00","1933-01-01T00:00","0.0","0.0","The Masters of Disaster","The Sin of Madelon Claudet","The Masters of Disaster","The Sin of Madelon Claudet","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","academy_awards_1009","actors_48","0.0",,"1993-01-01T00:00","1975-01-01T00:00","1993-01-01T00:00","1975-01-01T00:00","0.0","0.0","Paul Newman","Alice Doesn�t live Here Anymor","Paul Newman","Alice Doesn�t live Here Anymor","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3313","actors_106","0.0",,"1949-01-01T00:00","1956-01-01T00:00","1949-01-01T00:00","1956-01-01T00:00","0.0","0.0","The Adventures of Don Juan","Marty","The Adventures of Don Juan","Marty","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_95","actors_80","0.0",,"2009-01-01T00:00","1930-01-01T00:00","2009-01-01T00:00","1930-01-01T00:00","0.0","0.0","Rabbit � la Berlin","In Old Arizona","Rabbit � la Berlin","In Old Arizona","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_95","actors_81","0.0",,"2009-01-01T00:00","1931-01-01T00:00","2009-01-01T00:00","1931-01-01T00:00","0.0","0.0","Rabbit � la Berlin","Disraeli","Rabbit � la Berlin","Disraeli","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3712","actors_66","0.0",,"1943-01-01T00:00","1993-01-01T00:00","1943-01-01T00:00","1993-01-01T00:00","0.0","0.0","For Whom the Bell Tolls","Howards End","For Whom the Bell Tolls","Howards End","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3215","actors_139","0.0",,"1951-01-01T00:00","1993-01-01T00:00","1951-01-01T00:00","1993-01-01T00:00","0.0","0.0","One Who Came Back","Scent of a Woman","One Who Came Back","Scent of a Woman","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3581","actors_117","0.0",,"1945-01-01T00:00","1967-01-01T00:00","1945-01-01T00:00","1967-01-01T00:00","0.0","0.0","Hitchhike to Happiness","A Man for All Seasons","Hitchhike to Happiness","A Man for All Seasons","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2671","actors_43","0.0",,"1961-01-01T00:00","1970-01-01T00:00","1961-01-01T00:00","1970-01-01T00:00","0.0","0.0","Lover Come Back","The Prime of Miss Jean Brodie","Lover Come Back","The Prime of Miss Jean Brodie","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_826","actors_122","0.0",,"1996-01-01T00:00","1972-01-01T00:00","1996-01-01T00:00","1972-01-01T00:00","0.0","0.0","Wat's Pig","The French Connection","Wat's Pig","The French Connection","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2163","actors_102","0.0",,"1970-01-01T00:00","1952-01-01T00:00","1970-01-01T00:00","1952-01-01T00:00","0.0","0.0","First Love","The African Queen","First Love","The African Queen","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2163","actors_103","0.0",,"1970-01-01T00:00","1953-01-01T00:00","1970-01-01T00:00","1953-01-01T00:00","0.0","0.0","First Love","High Noon","First Love","High Noon","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4112","actors_30","0.175",,"1939-01-01T00:00","1958-01-01T00:00","1939-01-01T00:00","1958-01-01T00:00","0.0","0.0","The Hunchback of Notre Dame","The Three Faces of Eve","The Hunchback of Notre Dame","The Three Faces of Eve","0.25","0.25"
"LinearCombinationMatchingRule","academy_awards_4112","actors_31","0.0",,"1939-01-01T00:00","1959-01-01T00:00","1939-01-01T00:00","1959-01-01T00:00","0.0","0.0","The Hunchback of Notre Dame","I Want to Live!","The Hunchback of Notre Dame","I Want to Live!","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4282","actors_75","0.0",,"1936-01-01T00:00","2002-01-01T00:00","1936-01-01T00:00","2002-01-01T00:00","0.0","0.0","Born to Dance","Monsters Ball","Born to Dance","Monsters Ball","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4164","actors_61","0.0",,"1938-01-01T00:00","1988-01-01T00:00","1938-01-01T00:00","1988-01-01T00:00","0.0","0.0","Vivacious Lady","Moonstruck","Vivacious Lady","Moonstruck","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1293","actors_58","0.0",,"1987-01-01T00:00","1985-01-01T00:00","1987-01-01T00:00","1985-01-01T00:00","0.0","0.0","My Life as a Dog","Places in the Heart","My Life as a Dog","Places in the Heart","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3712","actors_67","0.11666666666666665",,"1943-01-01T00:00","1994-01-01T00:00","1943-01-01T00:00","1994-01-01T00:00","0.0","0.0","For Whom the Bell Tolls","The Piano","For Whom the Bell Tolls","The Piano","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","academy_awards_4157","actors_76","0.0",,"1938-01-01T00:00","2003-01-01T00:00","1938-01-01T00:00","2003-01-01T00:00","0.0","0.0","Carefree","The Hours","Carefree","The Hours","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1123","actors_14","0.0",,"1990-01-01T00:00","1942-01-01T00:00","1990-01-01T00:00","1942-01-01T00:00","0.0","0.0","The Grifters","Suspicion","The Grifters","Suspicion","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1123","actors_15","0.0",,"1990-01-01T00:00","1943-01-01T00:00","1990-01-01T00:00","1943-01-01T00:00","0.0","0.0","The Grifters","Mrs. Miniver","The Grifters","Mrs. Miniver","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4039","actors_62","0.0",,"1940-01-01T00:00","1989-01-01T00:00","1940-01-01T00:00","1989-01-01T00:00","0.0","0.0","Spring Parade","The Accused","Spring Parade","The Accused","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2550","actors_72","0.0",,"1963-01-01T00:00","1999-01-01T00:00","1963-01-01T00:00","1999-01-01T00:00","0.0","0.0","The Game (Igra)","Shakespeare in Love","The Game (Igra)","Shakespeare in Love","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3857","actors_93","0.15",,"1942-01-01T00:00","1943-01-01T00:00","1942-01-01T00:00","1943-01-01T00:00","0.5","0.5","Mr. Gardenia Jones","Yankee Doodle Dandy","Mr. Gardenia Jones","Yankee Doodle Dandy","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3311","actors_106","0.0",,"1949-01-01T00:00","1956-01-01T00:00","1949-01-01T00:00","1956-01-01T00:00","0.0","0.0","To Bobby Driscoll, as the outstanding juvenile actor of 1949.","Marty","To Bobby Driscoll, as the outstanding juvenile actor of 1949.","Marty","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3311","actors_107","0.05384615384615385",,"1949-01-01T00:00","1957-01-01T00:00","1949-01-01T00:00","1957-01-01T00:00","0.0","0.0","To Bobby Driscoll, as the outstanding juvenile actor of 1949.","The King and I","To Bobby Driscoll, as the outstanding juvenile actor of 1949.","The King and I","0.07692307692307693","0.07692307692307693"
"LinearCombinationMatchingRule","academy_awards_1621","actors_146","0.0",,"1981-01-01T00:00","2000-01-01T00:00","1981-01-01T00:00","2000-01-01T00:00","0.0","0.0","Danny Kaye","American Beauty","Danny Kaye","American Beauty","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_268","actors_93","0.0",,"2006-01-01T00:00","1943-01-01T00:00","2006-01-01T00:00","1943-01-01T00:00","0.0","0.0","Water","Yankee Doodle Dandy","Water","Yankee Doodle Dandy","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4021","actors_36","0.0",,"1940-01-01T00:00","1964-01-01T00:00","1940-01-01T00:00","1964-01-01T00:00","0.0","0.0","Our Town","Hud","Our Town","Hud","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1614","actors_138","0.0",,"1981-01-01T00:00","1991-01-01T00:00","1981-01-01T00:00","1991-01-01T00:00","0.0","0.0","The Creation","Reversal of Fortune","The Creation","Reversal of Fortune","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2403","actors_52","0.0",,"1965-01-01T00:00","1979-01-01T00:00","1965-01-01T00:00","1979-01-01T00:00","0.0","0.0","The Agony and the Ecstasy","Coming Home","The Agony and the Ecstasy","Coming Home","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_819","actors_115","0.0",,"1996-01-01T00:00","1965-01-01T00:00","1996-01-01T00:00","1965-01-01T00:00","0.0","0.0","The Preacher's Wife","My Fair Lady","The Preacher's Wife","My Fair Lady","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1148","actors_37","0.0",,"1990-01-01T00:00","1965-01-01T00:00","1990-01-01T00:00","1965-01-01T00:00","0.0","0.0","Havana","Mary Poppins","Havana","Mary Poppins","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3325","actors_117","0.0",,"1949-01-01T00:00","1967-01-01T00:00","1949-01-01T00:00","1967-01-01T00:00","0.0","0.0","Kenji Comes Home","A Man for All Seasons","Kenji Comes Home","A Man for All Seasons","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3471","actors_139","0.12727272727272726",,"1947-01-01T00:00","1993-01-01T00:00","1947-01-01T00:00","1993-01-01T00:00","0.0","0.0","A Voice Is Born: The Story of Niklos Gafni","Scent of a Woman","A Voice Is Born: The Story of Niklos Gafni","Scent of a Woman","0.18181818181818182","0.18181818181818182"
"LinearCombinationMatchingRule","academy_awards_3325","actors_116","0.0",,"1949-01-01T00:00","1966-01-01T00:00","1949-01-01T00:00","1966-01-01T00:00","0.0","0.0","Kenji Comes Home","Cat Ballou","Kenji Comes Home","Cat Ballou","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2175","actors_115","0.0",,"1970-01-01T00:00","1965-01-01T00:00","1970-01-01T00:00","1965-01-01T00:00","0.0","0.0","Is It Always Right to Be Right?","My Fair Lady","Is It Always Right to Be Right?","My Fair Lady","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2175","actors_114","0.0",,"1970-01-01T00:00","1964-01-01T00:00","1970-01-01T00:00","1964-01-01T00:00","0.0","0.0","Is It Always Right to Be Right?","Lilies of the Field","Is It Always Right to Be Right?","Lilies of the Field","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_467","actors_11","0.0",,"2002-01-01T00:00","1939-01-01T00:00","2002-01-01T00:00","1939-01-01T00:00","0.0","0.0","Bowling for Columbine","Jezebel","Bowling for Columbine","Jezebel","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3203","actors_127","0.0",,"1951-01-01T00:00","1978-01-01T00:00","1951-01-01T00:00","1978-01-01T00:00","0.0","0.0","Tales of Hoffmann","The Goodbye Girl","Tales of Hoffmann","The Goodbye Girl","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3593","actors_129","0.0",,"1945-01-01T00:00","1981-01-01T00:00","1945-01-01T00:00","1981-01-01T00:00","0.0","0.0","Donald's Crime","Raging Bull","Donald's Crime","Raging Bull","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3203","actors_126","0.0",,"1951-01-01T00:00","1976-01-01T00:00","1951-01-01T00:00","1976-01-01T00:00","0.0","0.0","Tales of Hoffmann","One Flew Over The Cuckoo's Nes","Tales of Hoffmann","One Flew Over The Cuckoo's Nes","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_93","actors_83","0.0",,"2009-01-01T00:00","1933-01-01T00:00","2009-01-01T00:00","1933-01-01T00:00","0.0","0.0","The Last Truck: Closing of a GM Plant","Dr. Jekyll and Mr. Hyde","The Last Truck: Closing of a GM Plant","Dr. Jekyll and Mr. Hyde","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_93","actors_82","0.06999999999999999",,"2009-01-01T00:00","1932-01-01T00:00","2009-01-01T00:00","1932-01-01T00:00","0.0","0.0","The Last Truck: Closing of a GM Plant","A Free Soul","The Last Truck: Closing of a GM Plant","A Free Soul","0.1","0.1"
"LinearCombinationMatchingRule","academy_awards_585","actors_26","0.0",,"2000-01-01T00:00","1954-01-01T00:00","2000-01-01T00:00","1954-01-01T00:00","0.0","0.0","Divided We Fall","Roman Holiday","Divided We Fall","Roman Holiday","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1295","actors_56","0.0",,"1987-01-01T00:00","1983-01-01T00:00","1987-01-01T00:00","1983-01-01T00:00","0.0","0.0","Hellfire: A Journey from Hiroshima","Sophie�s Choice","Hellfire: A Journey from Hiroshima","Sophie�s Choice","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1722","actors_118","0.09999999999999999",,"1979-01-01T00:00","1968-01-01T00:00","1979-01-01T00:00","1968-01-01T00:00","0.0","0.0","The Electric Horseman","In the Heat of the Night","The Electric Horseman","In the Heat of the Night","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","academy_awards_1295","actors_57","0.0",,"1987-01-01T00:00","1984-01-01T00:00","1987-01-01T00:00","1984-01-01T00:00","0.0","0.0","Hellfire: A Journey from Hiroshima","Terms of Endearment","Hellfire: A Journey from Hiroshima","Terms of Endearment","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2168","actors_106","0.0",,"1970-01-01T00:00","1956-01-01T00:00","1970-01-01T00:00","1956-01-01T00:00","0.0","0.0","Sunflower","Marty","Sunflower","Marty","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2168","actors_107","0.0",,"1970-01-01T00:00","1957-01-01T00:00","1970-01-01T00:00","1957-01-01T00:00","0.0","0.0","Sunflower","The King and I","Sunflower","The King and I","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3603","actors_87","0.19999999999999998",,"1945-01-01T00:00","1937-01-01T00:00","1945-01-01T00:00","1937-01-01T00:00","0.0","0.0","Story of a Dog","The Story of Louis Pasteur","Story of a Dog","The Story of Louis Pasteur","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","academy_awards_324","actors_20","0.0875",,"2005-01-01T00:00","1948-01-01T00:00","2005-01-01T00:00","1948-01-01T00:00","0.0","0.0","Sophie Scholl - The Final Days","The Farmer�s Daughter","Sophie Scholl - The Final Days","The Farmer�s Daughter","0.125","0.125"
"LinearCombinationMatchingRule","academy_awards_3350","actors_141","0.0",,"1949-01-01T00:00","1995-01-01T00:00","1949-01-01T00:00","1995-01-01T00:00","0.0","0.0","The Grass Is Always Greener","Forest Gump","The Grass Is Always Greener","Forest Gump","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3350","actors_140","0.0",,"1949-01-01T00:00","1994-01-01T00:00","1949-01-01T00:00","1994-01-01T00:00","0.0","0.0","The Grass Is Always Greener","Philadelphia","The Grass Is Always Greener","Philadelphia","0.0","0.0"
